id,name,director_actor,info,rating_score,rating_num,introduce,imgurl,recommend_score
190,爱在午夜降临前,导演:理查德·林克莱特RichardLinklater主演:伊桑·霍克EthanHawke...,2013/美国希腊/剧情爱情,8.8,269544人评价,所谓爱情，就是话唠一路，都不会心生腻烦，彼此嫌弃。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.jpg,0.83241
191,疯狂的石头,导演:宁浩HaoNing主演:郭涛TaoGuo刘桦HuaLiu连晋TeddyLin,2006/中国大陆中国香港/喜剧犯罪,8.5,634201人评价,中国版《两杆大烟枪》。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p712241453.jpg,0.76383
192,恐怖游轮,导演:克里斯托弗·史密斯ChristopherSmith主演:梅利莎·乔治Melissa...,2009/英国澳大利亚/剧情悬疑惊悚,8.5,626362人评价,不要企图在重复中寻找已经失去的爱。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p462470694.jpg,0.73488
193,奇迹男孩,导演:斯蒂芬·卓博斯基StephenChbosky主演:雅各布·特伦布莱JacobTr...,2017/美国中国香港/剧情儿童家庭,8.6,453841人评价,世界不完美，爱会有奇迹。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2507709428.jpg,0.91965
194,魔女宅急便,导演:宫崎骏HayaoMiyazaki主演:高山南MinamiTakayama佐久间玲Re...,1989/日本/动画奇幻冒险,8.7,364504人评价,宫崎骏的电影总让人感觉世界是美好的，阳光明媚的。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456676352.jpg,0.91562
195,雨中曲,导演:斯坦利·多南StanleyDonen吉恩·凯利GeneKelly主演:吉恩·...,1952/美国/喜剧歌舞爱情,9,163222人评价,骨灰级歌舞片。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1612355875.jpg,0.88327
196,二十二,导演:郭柯KeGuo主演:,2015/中国大陆/纪录片,8.7,232937人评价,有一些东西不应该被遗忘。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2457609817.jpg,0.88301
197,海边的曼彻斯特,导演:肯尼斯·罗纳根KennethLonergan主演:卡西·阿弗莱克CaseyAffle...,2016/美国/剧情家庭,8.6,382613人评价,我们都有权利不与自己的过去和解。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2421855655.jpg,0.85271
198,房间,导演:伦尼·阿伯拉罕森LennyAbrahamson主演:布丽·拉尔森BrieLarson...,2015/爱尔兰加拿大英国美国/剧情家庭,8.8,311625人评价,被偷走的岁月，被伤害的生命，被禁锢的灵魂，终将被希望和善意救赎。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2259715855.jpg,0.85792
199,虎口脱险,导演:杰拉尔·乌里GérardOury主演:路易·德·菲耐斯LouisdeFunès...,1966/法国英国/喜剧战争,8.9,187043人评价,永远看不腻的喜剧。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2399597512.jpg,0.82805
200,人工智能,导演:史蒂文·斯皮尔伯格StevenSpielberg主演:海利·乔·奥斯蒙Haley...,2001/美国英国/剧情科幻,8.7,347322人评价,对爱的执着，可以超越一切。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792257137.jpg,0.87145
201,2001太空漫游,导演:斯坦利·库布里克StanleyKubrick主演:凯尔·杜拉KeirDullea...,1968/英国美国/科幻惊悚冒险,8.8,228939人评价,现代科幻电影的开山之作，最伟大导演的最伟大影片。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2560717825.jpg,0.83838
202,可可西里,导演:陆川ChuanLu主演:多布杰Duobujie张磊LeiZhang亓亮QiL...,2004/中国大陆中国香港/剧情犯罪,8.8,233514人评价,坚硬的信仰。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2363208684.jpg,0.76881
203,罗生门,导演:黑泽明AkiraKurosawa主演:三船敏郎Toshir?Mifune京町子...,1950/日本/剧情犯罪悬疑,8.8,241106人评价,人生的N种可能性。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1598883511.jpg,0.89793
204,色，戒,导演:李安AngLee主演:梁朝伟TonyLeungChiuWai汤唯WeiTang...,2007/中国台湾中国大陆美国中国香港/剧情爱情情色,8.5,548944人评价,假戏真情，爱欲深海,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p453716305.jpg,0.84085
205,终结者2：审判日,导演:詹姆斯·卡梅隆JamesCameron主演:阿诺·施瓦辛格ArnoldSchwarz...,1991/美国法国/动作科幻,8.7,276410人评价,少见的超越首部的续集，动作片中的经典。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910909085.jpg,0.85578
206,城市之光,导演:CharlesChaplin主演:查理·卓别林CharlesChaplin弗吉尼亚·...,1931/美国/喜剧剧情爱情,9.3,103875人评价,永远的小人物，伟大的卓别林。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2170238828.jpg,0.92372
207,初恋这件小事,导演:普特鹏·普罗萨卡·那·萨克那卡林PuttipongPromsakaNaSakolnakorn华森·波克彭...,2010/泰国/剧情喜剧爱情,8.4,818585人评价,黑小鸭速效美白记。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1505312273.jpg,0.86162
208,魂断蓝桥,导演:茂文·勒鲁瓦MervynLeRoy主演:费雯·丽VivienLeigh罗伯特·...,1940/美国/剧情爱情战争,8.8,219449人评价,中国式内在的美国电影。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2351134499.jpg,0.87611
209,牯岭街少年杀人事件,导演:杨德昌EdwardYang主演:张震ChenChang杨静怡LisaYang张...,1991/中国台湾/剧情犯罪,8.9,204766人评价,弱者送给弱者的一刀。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p848381236.jpg,0.87907
210,遗愿清单,导演:罗伯·莱纳RobReiner主演:杰克·尼科尔森JackNicholson摩根...,2007/美国/冒险喜剧剧情,8.7,309411人评价,用剩余不多的时间，去燃烧整个生命。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1481879628.jpg,0.78751
211,大佛普拉斯,导演:黄信尧Hsin-yaoHuang主演:庄益增YizengZhuang陈竹昇Chu-sh...,2017/中国台湾/剧情喜剧,8.7,315037人评价,人们可以登上月球，却永远无法探索人们内心的宇宙。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2505928032.jpg,0.86391
212,新龙门客栈,导演:李惠民RaymondLee主演:张曼玉MaggieCheung林青霞Brigitte...,1992/中国香港中国大陆/动作爱情武侠古装,8.6,348766人评价,嬉笑怒骂，调风动月。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1421018669.jpg,0.86107
213,源代码,导演:邓肯·琼斯DuncanJones主演:杰克·吉伦哈尔JakeGyllenhaal...,2011/美国加拿大/科幻悬疑惊悚,8.5,653126人评价,邓肯·琼斯继《月球》之后再度奉献出一部精彩绝伦的科幻佳作。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p988260245.jpg,0.80924
214,青蛇,导演:徐克HarkTsui主演:张曼玉MaggieCheung王祖贤JoeyWang...,1993/中国香港中国大陆/剧情爱情奇幻古装,8.6,405554人评价,人生如此，浮生如斯。谁人言，花彼岸，此生情长意短。谁都是不懂爱的罢了。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2570901292.jpg,0.83259
215,海洋,导演:雅克·贝汉JacquesPerrin雅克·克鲁奥德JacquesCluzaud主演:...,2009/法国瑞士西班牙美国阿联酋/纪录片,9.1,136635人评价,大海啊，不全是水。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2559581324.jpg,0.82656
216,燃情岁月,导演:爱德华·兹威克EdwardZwick主演:布拉德·皮特BradPitt安东...,1994/美国/剧情爱情战争西部,8.8,232192人评价,传奇，不是每个人都可以拥有。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1023654037.jpg,0.90158
217,无耻混蛋,导演:QuentinTarantino主演:布拉德·皮特BradPitt梅拉尼·罗兰M...,2009/德国美国/剧情犯罪,8.6,378934人评价,昆汀同学越来越变态了，比北野武还杜琪峰。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2575043939.jpg,0.80949
218,疯狂的麦克斯4：狂暴之路,导演:乔治·米勒GeorgeMiller主演:汤姆·哈迪TomHardy查理兹·塞...,2015/澳大利亚南非美国/动作科幻冒险,8.6,409229人评价,“多么美好的一天！”轰轰轰砰咚，啪哒哒哒轰隆隆，磅~,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2236181653.jpg,0.77497
219,血钻,导演:爱德华·兹威克EdwardZwick主演:莱昂纳多·迪卡普里奥Leonardo...,2006/美国德国英国/剧情惊悚冒险,8.7,286097人评价,每个美丽事物背后都是滴血的现实。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1244017073.jpg,0.79377
220,穿越时空的少女,导演:细田守MamoruHosoda主演:仲里依纱RiisaNaka石田卓也Takuya...,2006/日本/剧情爱情科幻动画,8.6,316045人评价,爱上未来的你。 ,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2079334286.jpg,0.89163
221,步履不停,导演:是枝裕和HirokazuKoreeda主演:阿部宽HiroshiAbe夏川结衣Yu...,2008/日本/剧情家庭,8.8,206945人评价,日本的家庭电影已经是世界巅峰了，步履不停是巅峰中的佳作。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2375245718.jpg,0.89892
222,谍影重重2,导演:保罗·格林格拉斯PaulGreengrass主演:马特·达蒙MattDamon...,2004/美国德国/动作悬疑惊悚,8.7,283469人评价,谁说王家卫镜头很晃？,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p667644866.jpg,0.82855
223,阿飞正传,导演:王家卫KarWaiWong主演:张国荣LeslieCheung张曼玉MaggieC...,1990/中国香港/犯罪剧情爱情,8.5,393154人评价,王家卫是一种风格，张国荣是一个代表。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2525770523.jpg,0.81679
224,地球上的星星,导演:阿米尔·汗AamirKhan主演:达席尔·萨法瑞DarsheelSafary阿...,2007/印度/剧情儿童家庭,8.9,165476人评价,天使保护事件始末。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1973489335.jpg,0.90951
225,彗星来的那一夜,导演:詹姆斯·沃德·布柯特JamesWardByrkit主演:艾米丽·芭尔多尼Em...,2013/美国英国/科幻悬疑惊悚,8.5,407534人评价,小成本大魅力。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2187896734.jpg,0.77183
226,战争之王,导演:安德鲁·尼科尔AndrewNiccol主演:尼古拉斯·凯奇NicolasCage...,2005/美国法国/剧情犯罪,8.7,281471人评价,做一颗让别人需要你的棋子。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792282381.jpg,0.78549
227,完美陌生人,导演:保罗·格诺维瑟PaoloGenovese主演:马可·贾利尼MarcoGiallini...,2016/意大利/剧情喜剧,8.5,435327人评价,来啊，互相伤害啊！,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2522331945.jpg,0.84534
228,香水,导演:汤姆·提克威TomTykwer主演:本·卫肖BenWhishaw艾伦·瑞克...,2006/德国法国西班牙美国/剧情犯罪奇幻,8.5,450883人评价,一个单凭体香达到高潮的男人。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2571500223.jpg,0.85336
229,谍影重重,导演:道格·里曼DougLiman主演:马特·达蒙MattDamon弗兰卡·波坦...,2002/美国德国捷克/动作悬疑惊悚,8.6,338660人评价,哗啦啦啦啦，天在下雨，哗啦啦啦啦，云在哭泣……找自己。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1597183981.jpg,0.82677
230,朗读者,导演:史蒂芬·戴德利StephenDaldry主演:凯特·温丝莱特KateWinslet...,2008/美国德国/剧情爱情,8.6,388588人评价,当爱情跨越年龄的界限，它似乎能变得更久远一点，成为一种责任，一种水到渠成的相濡以沫。 ,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1140984198.jpg,0.81091
231,东京物语,导演:小津安二郎Yasujir?Ozu主演:笠智众Chish?Ry?原节...,1953/日本/剧情家庭,9.2,103104人评价,东京那么大，如果有一天走失了，恐怕一辈子不能再相见。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1925331564.jpg,0.87398
232,千钧一发,导演:安德鲁·尼科尔AndrewNiccol主演:伊桑·霍克EthanHawke乌玛...,1997/美国/剧情科幻惊悚,8.8,202416人评价,一部能引人思考的科幻励志片。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2195672555.jpg,0.83851
233,再次出发之纽约遇见你,导演:约翰·卡尼JohnCarney主演:凯拉·奈特莉KeiraKnightley马克...,2013/美国/喜剧爱情音乐,8.6,335836人评价,爱我就给我看你的播放列表。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2250287733.jpg,0.88956
234,猜火车,导演:丹尼·博伊尔DannyBoyle主演:伊万·麦克格雷格EwanMcGregor...,1996/英国/剧情犯罪,8.5,354991人评价,不可猜的青春迷笛。 ,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p513567548.jpg,0.78098
235,驴得水,导演:周申ShenZhou刘露LuLiu主演:任素汐SuxiRen大力DaLi...,2016/中国大陆/剧情喜剧,8.3,731136人评价,过去的如果就让它过去了，未来只会越来越糟！,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2393044761.jpg,0.84925
236,黑客帝国2：重装上阵,导演:AndyWachowskiLarryWachowski主演:基努·里维斯KeanuReeves...,2003/美国澳大利亚/动作科幻,8.6,294922人评价,一个精彩的世界观正在缓缓建立。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p443461390.jpg,0.79546
237,浪潮,导演:丹尼斯·甘塞尔DennisGansel主演:尤尔根·沃格尔JürgenVogel...,2008/德国/剧情惊悚,8.7,218933人评价,世界离独裁只有五天。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1344888983.jpg,0.87479
238,我爱你,导演:秋昌民Chang-minChoo主演:宋在河Jae-hoSong李顺载Soon-jae...,2011/韩国/剧情爱情,9.1,125953人评价,你要相信，这世上真的有爱存在，不管在什么年纪 ,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075591188.jpg,0.80341
239,聚焦,导演:托马斯·麦卡锡ThomasMcCarthy主演:马克·鲁弗洛MarkRuffalo...,2015/美国/剧情传记,8.8,226234人评价,新闻人的理性求真。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263822658.jpg,0.89088
240,小萝莉的猴神大叔,导演:卡比尔·汗KabirKhan主演:萨尔曼·汗SalmanKhan哈莎莉·马...,2015/印度/剧情喜剧动作,8.4,394216人评价,宝莱坞的萝莉与大叔。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2510956726.jpg,0.91158
241,追随,导演:克里斯托弗·诺兰ChristopherNolan主演:杰里米·西奥伯德Jeremy...,1998/英国/犯罪悬疑惊悚,8.9,146190人评价,诺兰的牛逼来源于内心散发出的恐惧。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561545031.jpg,0.85843
242,黑鹰坠落,导演:雷德利·斯科特RidleyScott主演:乔什·哈奈特JoshHartnett...,2001/美国英国/动作历史战争,8.7,233291人评价,还原真实而残酷的战争。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910900710.jpg,0.84173
